orf,bytes,used_in_paper
YDR047W,1158617,FALSE
YDR048C,334651,FALSE
YDR049W,1931021,FALSE
YDR050C,766348,FALSE
YDR051C,1058528,FALSE
YDR052C,2230277,FALSE
YDR053W,412498,FALSE
YDR054C,914965,FALSE
YDR055W,1401257,FALSE
YDR056C,635929,FALSE
YDR057W,1658051,FALSE
YDR058C,1069649,FALSE
YDR059C,560104,FALSE
YDR060W,3150287,FALSE
YDR061W,1692425,FALSE
YDR062W,1715678,FALSE
YDR063W,466081,FALSE
YDR064W,1028198,FALSE
YDR065W,1121210,FALSE
YDR066C,608632,FALSE
YDR067C,693556,FALSE
YDR068W,1108067,FALSE
YDR069C,2825756,FALSE
YDR070C,297244,FALSE
YDR071C,593467,FALSE
YDR072C,1637831,FALSE
YDR073W,736018,FALSE
YDR074W,2731733,FALSE
YDR075W,948328,FALSE
YDR076W,1245563,FALSE
YDR077W,1266794,FALSE
YDR078C,705688,FALSE
YDR079W,378124,FALSE
YDR080W,3387872,FALSE
YDR081C,2825756,FALSE
YDR082W,1521566,FALSE
YDR083W,1208156,FALSE
YDR084C,618742,FALSE
YDR085C,1902713,FALSE
YDR086C,256804,FALSE
YDR087C,899800,FALSE
YDR088C,1175804,FALSE
YDR089W,2652875,FALSE
YDR090C,955405,FALSE
YDR091C,1858229,FALSE
YDR092W,753205,FALSE
YDR093W,4923581,FALSE
YDR094W,354871,FALSE
YDR095C,460015,FALSE
YDR096W,2742854,FALSE
YDR097C,3782162,FALSE
YDR098C,882613,FALSE
YDR099W,1906757,FALSE
YDR100W,447883,FALSE
YDR101C,1812734,FALSE
YDR102C,351838,FALSE
YDR103W,2914724,FALSE
YDR104C,3796316,FALSE
YDR105C,1451807,FALSE
YDR106W,875536,FALSE
YDR107C,2054363,FALSE
YDR108W,2131199,FALSE
YDR109C,2188826,FALSE
YDR110W,1733876,FALSE
YDR111C,1552907,FALSE
YDR112W,323530,FALSE
YDR113C,1151540,FALSE
YDR114C,415531,FALSE
YDR115W,332629,FALSE
YDR116C,878569,FALSE
YDR117C,1728821,FALSE
YDR118W,1991681,FALSE
YDR119W,2392037,FALSE
YDR120C,1742975,FALSE
YDR121W,611665,FALSE
YDR122W,3315080,FALSE
YDR123C,936196,FALSE
YDR124W,1005955,FALSE
YDR125C,1388114,TRUE
YDR126W,1033253,FALSE
YDR127W,4957955,TRUE
YDR128W,3497060,FALSE
YDR129C,2079638,TRUE
YDR130C,905866,FALSE
YDR131C,1729832,FALSE
YDR132C,1516511,FALSE
YDR133C,390256,FALSE
YDR135C,4609160,FALSE
YDR136C,620764,FALSE
YDR137W,2025044,FALSE
YDR138W,2294981,FALSE
YDR139C,322519,FALSE
YDR140W,714787,FALSE
YDR141C,5177342,FALSE
YDR142C,1151540,FALSE
YDR143C,1977527,FALSE
YDR144C,1885526,FALSE
YDR145W,2493137,FALSE
YDR146C,2164562,FALSE
YDR147W,1633787,FALSE
YDR148C,1455851,FALSE
YDR149C,726919,FALSE
YDR150W,8741117,FALSE
YDR151C,1088858,FALSE
YDR152W,822964,FALSE
YDR153C,1296113,FALSE
YDR154C,383179,FALSE
YDR155C,505510,FALSE
YDR156W,466081,FALSE
YDR157W,457993,FALSE
YDR158W,1121210,FALSE
YDR159W,3987395,FALSE
YDR160W,2667029,FALSE
YDR161W,1187936,FALSE
YDR162C,729952,FALSE
YDR163W,544939,FALSE
YDR164C,2214101,FALSE
YDR165W,1366883,FALSE
YDR166C,2960219,FALSE
YDR167W,658171,FALSE
YDR168W,1549874,FALSE
YDR169C,1570094,FALSE
YDR170C,6672611,FALSE
YDR171W,1151540,FALSE
YDR172W,2160518,FALSE
YDR173C,1235453,FALSE
YDR174W,778480,FALSE
YDR175C,982702,FALSE
YDR176W,2144342,FALSE
YDR177W,666259,FALSE
YDR178W,564148,FALSE
YDR179C,519664,FALSE
YDR180W,4543445,FALSE
YDR181C,1478093,FALSE
YDR182W,1503368,FALSE
YDR183W,711754,FALSE
YDR184C,905866,FALSE
YDR185C,557071,TRUE
YDR186C,2768129,FALSE
YDR187C,537862,FALSE
YDR188W,1670183,FALSE
YDR189W,2053352,FALSE
YDR190C,1418444,FALSE
YDR191W,1136375,FALSE
YDR192C,1410356,FALSE
YDR193W,415531,FALSE
YDR194C,2028077,FALSE
YDR195W,1635809,FALSE
YDR196C,745117,FALSE
YDR197W,1194002,FALSE
YDR198C,1466972,FALSE
YDR199W,381157,FALSE
YDR200C,1891592,FALSE
YDR201W,514609,FALSE
YDR202C,1078748,FALSE
YDR203W,332629,FALSE
YDR204W,1030220,FALSE
YDR205W,2240387,FALSE
YDR206W,2731733,FALSE
YDR207C,2601314,FALSE
YDR208W,2457752,FALSE
YDR209C,447883,FALSE
YDR210W,257815,FALSE
YDR211W,2173661,FALSE
YDR212W,1709612,FALSE
YDR213W,2795426,FALSE
YDR214W,1080770,FALSE
YDR215C,432718,FALSE
YDR216W,4146122,FALSE
YDR217C,4011659,FALSE
YDR218C,1326443,FALSE
YDR219C,1424510,FALSE
YDR220C,309376,FALSE
YDR221W,2145353,FALSE
YDR222W,1272860,FALSE
YDR223W,1447763,FALSE
YDR224C,447883,FALSE
YDR225W,414520,FALSE
YDR226W,687490,FALSE
YDR227W,4325069,FALSE
YDR228C,2074583,FALSE
YDR229W,1388114,FALSE
YDR230W,367003,FALSE
YDR231C,635929,FALSE
YDR232W,1892603,FALSE
YDR233C,927097,FALSE
YDR234W,2116034,FALSE
YDR235W,1664117,FALSE
YDR236C,675358,FALSE
YDR237W,899800,FALSE
YDR238C,3012791,FALSE
YDR239C,2452697,FALSE
YDR240C,1506401,FALSE
YDR241W,380146,FALSE
YDR242W,1709612,FALSE
YDR243C,1798580,FALSE
YDR244W,1883504,FALSE
YDR245W,1206134,FALSE
YDR246W,703666,FALSE
YDR247W,1424510,FALSE
YDR248C,600544,FALSE
YDR249C,1145474,FALSE
YDR250C,290167,FALSE
YDR251W,2556830,FALSE
YDR252W,467092,FALSE
YDR253C,593467,FALSE
YDR254W,1403279,FALSE
YDR255C,1291058,FALSE
YDR256C,1577171,FALSE
YDR257C,1512467,FALSE
YDR258C,2473928,FALSE
YDR259C,1242530,FALSE
YDR260C,529774,FALSE
YDR261C,1723766,FALSE
YDR262W,839140,FALSE
YDR263C,1412378,FALSE
YDR264C,2331377,FALSE
YDR265W,1036286,FALSE
YDR266C,1952252,FALSE
YDR267C,1015054,FALSE
YDR268W,1186925,FALSE
YDR269C,338695,FALSE
YDR270W,3060308,FALSE
YDR271C,397333,FALSE
YDR272W,848239,FALSE
YDR273W,1214222,FALSE
YDR274C,415531,FALSE
YDR275W,728941,FALSE
YDR276C,180979,FALSE
YDR277C,1327454,FALSE
YDR278C,418564,FALSE
YDR279W,1110089,FALSE
YDR280W,939229,FALSE
YDR281C,329596,FALSE
YDR282C,1269827,FALSE
YDR283C,5084330,FALSE
YDR284C,890701,FALSE
YDR285W,2669051,FALSE
YDR286C,359926,FALSE
YDR287W,924064,FALSE
YDR288W,933163,FALSE
YDR289C,1345652,FALSE
YDR290W,347794,FALSE
YDR291W,3310025,FALSE
YDR292C,1897658,FALSE
YDR293C,3826646,FALSE
YDR294C,1800602,FALSE
YDR295C,2058407,FALSE
YDR296W,699622,FALSE
YDR297W,1072682,FALSE
YDR298C,657160,FALSE
YDR299W,1819811,FALSE
YDR300C,1312289,FALSE
YDR301W,4150166,FALSE
YDR302W,678391,FALSE
YDR303C,2704436,FALSE
YDR304C,696589,FALSE
YDR305C,762304,FALSE
YDR306C,1463939,FALSE
YDR307W,2023022,FALSE
YDR308C,438784,FALSE
YDR309C,1184903,FALSE
YDR310C,3256442,FALSE
YDR311W,1961351,FALSE
YDR312W,1401257,FALSE
YDR313C,905866,FALSE
YDR314C,2114012,FALSE
YDR315C,866437,FALSE
YDR316W,1462928,FALSE
YDR317W,1269827,FALSE
YDR318W,1271849,FALSE
YDR319C,845206,FALSE
YDR320C,2043242,FALSE
YDR321W,1171760,FALSE
YDR322W,1127276,FALSE
YDR323C,1576160,FALSE
YDR324C,2367773,FALSE
YDR325W,3170507,FALSE
YDR326C,4376630,FALSE
YDR327W,343750,FALSE
YDR328C,602566,FALSE
YDR329C,1351718,FALSE
YDR330W,1591325,FALSE
YDR331W,1262750,TRUE
YDR332W,2130188,FALSE
YDR333C,2257574,FALSE
YDR334W,4630391,FALSE
YDR335W,3766997,FALSE
YDR336W,967537,FALSE
YDR337W,881602,FALSE
YDR338C,2123111,FALSE
YDR339C,587401,FALSE
YDR340W,558082,FALSE
YDR341C,1909790,FALSE
YDR342C,1764206,FALSE
YDR343C,1751063,FALSE
YDR344C,476191,FALSE
YDR345C,1766228,FALSE
YDR346C,1519544,FALSE
YDR347W,987757,FALSE
YDR348C,1531676,FALSE
YDR349C,1821833,FALSE
YDR350C,2090759,FALSE
YDR351W,2634677,FALSE
YDR352W,975625,FALSE
YDR353W,981691,FALSE
YDR354W,1166705,FALSE
YDR355C,317464,FALSE
YDR356W,2927867,FALSE
YDR357C,384190,FALSE
YDR358W,1703546,FALSE
YDR359C,3011780,FALSE
YDR360W,450916,FALSE
YDR361C,872503,FALSE
YDR362C,2052341,FALSE
YDR363W,1398224,FALSE
YDR364C,1400246,FALSE
YDR365C,1940120,FALSE
YDR366C,429685,FALSE
YDR367W,788590,FALSE
YDR368W,960460,FALSE
YDR369C,2607380,FALSE
YDR370C,1355762,FALSE
YDR371W,1564028,FALSE
YDR372C,1061561,FALSE
YDR373W,590434,FALSE
YDR374C,943273,FALSE
YDR375C,1397213,FALSE
YDR376W,1509434,FALSE
YDR377W,320497,FALSE
YDR378C,275002,FALSE
YDR379W,3076484,FALSE
YDR380W,1940120,FALSE
YDR381W,1505390,FALSE
YDR382W,350827,FALSE
YDR383C,736018,FALSE
YDR384C,848239,FALSE
YDR385W,2567951,FALSE
YDR386W,1931021,FALSE
YDR387C,1699502,FALSE
YDR388W,1606490,FALSE
YDR389W,2003813,FALSE
YDR390C,1952252,FALSE
YDR391C,717820,FALSE
YDR392W,1036286,FALSE
YDR393W,1428554,FALSE
YDR394W,1312289,FALSE
YDR395W,2878328,FALSE
YDR396W,518653,FALSE
YDR397C,549994,FALSE
YDR398W,1998758,FALSE
YDR399W,684457,FALSE
YDR400W,1045385,FALSE
YDR401W,581335,FALSE
YDR402C,1497302,FALSE
YDR403W,1639853,FALSE
YDR404C,532807,FALSE
YDR405W,811843,FALSE
YDR406W,4722392,FALSE
YDR407C,3923702,FALSE
YDR408C,663226,FALSE
YDR409W,2891471,FALSE
YDR410C,739051,FALSE
YDR411C,1048418,FALSE
YDR412W,726919,FALSE
YDR413C,593467,FALSE
YDR414C,1112111,FALSE
YDR415C,1148507,FALSE
YDR416W,2621534,FALSE
YDR417C,387223,FALSE
YDR418W,514609,FALSE
YDR419W,1931021,FALSE
YDR420W,5818316,FALSE
YDR421W,2971340,FALSE
YDR422C,2525489,FALSE
YDR423C,1254662,FALSE
YDR424C,474169,FALSE
YDR425W,1909790,FALSE
YDR426C,440806,FALSE
YDR427W,1206134,FALSE
YDR428C,805777,FALSE
YDR429C,845206,FALSE
YDR430C,3014813,FALSE
YDR431W,328585,FALSE
YDR432W,1433609,FALSE
YDR433W,538873,FALSE
YDR434W,1634798,FALSE
YDR435C,1027187,FALSE
YDR436W,2177705,FALSE
YDR437W,438784,FALSE
YDR438W,1145474,FALSE
YDR439W,1097957,FALSE
YDR440W,1780382,FALSE
YDR441C,564148,FALSE
YDR442W,408454,FALSE
YDR443C,4388762,FALSE
YDR444W,2097836,FALSE
YDR445C,441817,FALSE
YDR446W,930130,FALSE
YDR447C,745117,FALSE
YDR448W,1348685,FALSE
YDR449C,1348685,TRUE
YDR450W,906877,FALSE
YDR451C,1085825,FALSE
YDR452W,2079638,FALSE
YDR453C,609643,FALSE
YDR454C,581335,FALSE
YDR455C,323530,FALSE
YDR456W,1934054,FALSE
YDR457W,9934097,FALSE
YDR458C,2026055,FALSE
YDR459C,1148507,FALSE
YDR460W,987757,FALSE
YDR461W,123352,FALSE
YDR462W,460015,FALSE
YDR463W,1588292,FALSE
YDR464W,4366520,FALSE
YDR465C,1264772,FALSE
YDR466W,2752964,FALSE
YDR467C,349816,FALSE
YDR468C,693556,FALSE
YDR469W,544939,FALSE
YDR470C,1543808,FALSE
YDR471W,817909,FALSE
YDR472W,872503,FALSE
YDR473C,1450796,FALSE
YDR475C,2699381,FALSE
YDR476C,694567,FALSE
YDR477W,1980560,FALSE
YDR478W,668281,FALSE
YDR479C,1694447,FALSE
YDR480W,993823,FALSE
YDR481C,1730843,FALSE
YDR482C,423619,FALSE
YDR483W,1363850,FALSE
YDR484W,1958318,FALSE
YDR485C,2462807,FALSE
YDR486C,720853,FALSE
YDR487C,645028,FALSE
YDR488C,1630754,FALSE
YDR489W,924064,FALSE
YDR490C,2348564,FALSE
YDR491C,517642,FALSE
YDR492W,972592,FALSE
YDR493W,387223,FALSE
YDR494W,1109078,FALSE
YDR495C,3081539,FALSE
YDR496C,2003813,FALSE
YDR497C,1785437,FALSE
YDR498C,1175804,FALSE
YDR499W,2279816,FALSE
YDR500C,691534,FALSE
YDR501W,1600424,FALSE
YDR502C,1203101,FALSE
YDR503C,845206,FALSE
YDR504C,477202,FALSE
YDR505C,2734766,FALSE
YDR506C,1858229,FALSE
YDR507C,3526379,FALSE
YDR508C,2026055,FALSE
YDR509W,372058,FALSE
YDR510W,320497,FALSE
YDR511W,417553,FALSE
YDR512C,582346,FALSE
YDR513W,447883,FALSE
YDR514C,1480115,FALSE
YDR515W,1406312,FALSE
YDR516C,1530665,FALSE
YDR517W,1172771,FALSE
YDR518W,1583237,FALSE
YDR519W,424630,FALSE
YDR520C,2355641,FALSE
YDR521W,350827,FALSE
YDR522C,1542797,FALSE
YDR523C,1500335,FALSE
YDR524C,1476071,FALSE
YDR525W,354871,FALSE
YDR526C,487312,FALSE
YDR527W,1345652,FALSE
YDR528W,1297124,FALSE
YDR529C,399355,FALSE
YDR530C,999889,FALSE
YDR531W,1127276,FALSE
YDR532C,1181870,FALSE
YDR533C,737029,FALSE
YDR534C,2627600,FALSE
YDR535C,781513,FALSE
YDR536W,1739942,FALSE
YDR537C,623797,FALSE
YDR538W,751183,FALSE
YDR539W,1547852,FALSE
YDR540C,561115,FALSE
YDR541C,1057517,FALSE
YDR542W,378124,FALSE
YDR543C,359926,FALSE
YDR544C,618742,FALSE
YDR545W,5461433,FALSE
YEL001C,696589,FALSE
YEL002C,1330487,FALSE
YEL003W,439795,FALSE
YEL004W,1095935,FALSE
YEL005C,890701,FALSE
YEL006W,1030220,FALSE
YEL007W,2428433,FALSE
YEL008W,402388,FALSE
YEL009C,866437,FALSE
YEL010W,552016,FALSE
YEL011W,2149397,FALSE
YEL012W,814876,FALSE
YEL013W,1767239,FALSE
YEL014C,326563,FALSE
YEL015W,1705568,FALSE
YEL016C,1533698,FALSE
YEL017W,1096946,FALSE
YEL018W,860371,FALSE
YEL019C,830041,FALSE
YEL020C,1713656,FALSE
YEL021W,824986,FALSE
YEL022W,4439312,FALSE
YEL023C,2099858,FALSE
YEL024W,666259,FALSE
YEL025C,3621413,FALSE
YEL026W,396322,FALSE
YEL027W,499444,FALSE
YEL028W,480235,FALSE
YEL029C,960460,FALSE
YEL030W,2065484,FALSE
YEL031W,3699260,FALSE
YEL032W,2959208,FALSE
YEL033W,527752,FALSE
YEL034W,490345,FALSE
YEL035C,539884,FALSE
YEL036C,1696469,FALSE
YEL037C,1300157,FALSE
YEL038W,720853,FALSE
YEL039C,356893,FALSE
YEL040W,1519544,FALSE
YEL041W,1523588,FALSE
YEL042W,1585259,FALSE
YEL043W,2950109,FALSE
YEL044W,526741,FALSE
YEL045C,447883,FALSE
YEL046C,1187936,FALSE
YEL047C,1439675,FALSE
YEL048C,475180,FALSE
YEL049W,399355,FALSE
YEL050C,1206134,FALSE
YEL051W,790612,FALSE
YEL052W,1558973,FALSE
YEL053C,2251508,FALSE
YEL054C,514609,FALSE
YEL055C,3240266,FALSE
YEL056W,1230398,FALSE
YEL057C,727930,FALSE
YEL058W,1703546,FALSE
YEL059W,381157,FALSE
YEL060C,1963373,FALSE
YEL061C,3048176,FALSE
YEL062W,1879460,FALSE
YEL063C,1822844,FALSE
YEL064C,1472027,FALSE
YEL065W,1969439,FALSE
YEL066W,559093,FALSE
YEL067C,614698,FALSE
YEL068C,353860,FALSE
YEL069C,1846097,FALSE
YEL070W,1613567,FALSE
YEL071W,1518533,FALSE
YEL072W,720853,FALSE
YEL073C,338695,FALSE
YEL074W,729952,FALSE
YEL075C,384190,FALSE
YEL076C,669292,FALSE
YEL077C,3961109,FALSE
YER001W,2326322,FALSE
YER002W,758260,FALSE
YER003C,1419455,FALSE
YER004W,714787,FALSE
YER005W,1924955,FALSE
YER006W,1591325,FALSE
YER007W,1585259,FALSE
YER008C,4084451,FALSE
YER009W,394300,FALSE
YER010C,726919,FALSE
YER011W,964504,FALSE
YER012W,614698,FALSE
YER013W,3503126,FALSE
YER014W,1648952,TRUE
YER015W,2297003,FALSE
YER016W,1057517,FALSE
YER017C,2349575,FALSE
YER018C,684457,FALSE
YER019W,1461917,FALSE
YER020W,1376993,FALSE
YER021W,1600424,FALSE
YER022W,2127155,FALSE
YER023W,881602,FALSE
YER024W,2827778,FALSE
YER025W,1630754,FALSE
YER026C,852283,FALSE
YER027C,1291058,FALSE
YER028C,1214222,FALSE
YER029C,608632,FALSE
YER030W,532807,FALSE
YER031C,690523,FALSE
YER032W,2696348,FALSE
YER033C,3455609,FALSE
YER034W,591445,FALSE
YER035W,453949,FALSE
YER036C,1886537,FALSE
YER037W,1012021,FALSE
YER038C,1442708,FALSE
YER039C,787579,FALSE
YER040W,2249486,FALSE
YER041W,2329355,FALSE
YER042W,573247,FALSE
YER043C,1375982,FALSE
YER044C,463048,FALSE
YER045C,1504379,FALSE
YER046W,447883,FALSE
YER047C,2780261,FALSE
YER048C,1200068,FALSE
YER049W,1991681,FALSE
YER050C,432718,FALSE
YER051W,1507412,FALSE
YER052C,1627721,FALSE
YER053C,924064,FALSE
YER054C,1689392,FALSE
YER055C,915976,FALSE
YER056C,1637831,FALSE
YER057C,405421,FALSE
YER058W,338695,FALSE
YER059W,1315322,FALSE
YER060W,1617611,FALSE
YER061C,1354751,FALSE
YER062C,798700,FALSE
YER063W,675358,FALSE
YER064C,1546841,FALSE
YER065C,1707590,FALSE
YER066W,616720,FALSE
YER067W,503488,FALSE
YER068W,1806668,FALSE
YER069W,2631644,FALSE
YER070W,2715557,FALSE
YER071C,397333,FALSE
YER072W,405421,FALSE
YER073W,1594358,FALSE
YER074W,914965,FALSE
YER075C,3064352,FALSE
YER076C,934174,FALSE
YER077C,2100869,FALSE
YER078C,1564028,FALSE
YER079W,663226,FALSE
YER080W,1918889,FALSE
YER081W,1436642,FALSE
YER082C,1694447,FALSE
YER083C,878569,FALSE
YER084W,402388,FALSE
YER085C,538873,FALSE
YER086W,1761173,FALSE
YER087W,1761173,FALSE
YER088C,2046275,FALSE
YER089C,1438664,FALSE
YER090W,1552907,FALSE
YER091C,2340476,FALSE
YER092W,393289,FALSE
YER093C,4352366,FALSE
YER094C,635929,FALSE
YER095W,1229387,FALSE
YER096W,1570094,FALSE
YER097W,371047,FALSE
YER098W,2307113,FALSE
YER099C,978658,FALSE
YER100W,772414,FALSE
YER101C,1321388,FALSE
YER102W,1007977,FALSE
YER103W,1978538,FALSE
YER104W,645028,FALSE
YER105C,4263398,FALSE
YER106W,954394,FALSE
YER107C,1121210,FALSE
YER109C,2676128,FALSE
YER110C,3403037,FALSE
YER111C,3490994,FALSE
YER112W,651094,FALSE
YER113C,2156474,FALSE
YER114C,3168485,FALSE
YER115C,594478,FALSE
YER116C,845206,FALSE
YER117W,935185,FALSE
YER118C,1151540,FALSE
YER119C,1372949,FALSE
YER120W,781513,FALSE
YER121W,362959,FALSE
YER122C,1530665,FALSE
YER123W,1603457,FALSE
YER124C,1752074,FALSE
YER125W,2505269,FALSE
YER126C,805777,FALSE
YER127W,1122221,FALSE
YER128W,629863,FALSE
YER129W,3480884,FALSE
YER130C,1379015,FALSE
YER131W,742084,FALSE
YER132C,5337080,FALSE
YER133W,1554929,FALSE
YER134C,555049,FALSE
YER135C,772414,FALSE
YER136W,1382048,FALSE
YER137C,676369,FALSE
YER139C,699622,FALSE
YER140W,1701524,FALSE
YER141W,1489214,FALSE
YER142C,930130,FALSE
YER143W,1358795,FALSE
YER144C,2455730,FALSE
YER145C,1240508,FALSE
YER146W,296233,FALSE
YER147C,1906757,FALSE
YER148W,742084,FALSE
YER149C,1291058,FALSE
YER150W,463048,FALSE
YER151C,2843954,FALSE
YER152C,1357784,FALSE
YER153C,864415,FALSE
YER154W,1233431,FALSE
YER155C,6642281,FALSE
YER156C,1039319,FALSE
YER157W,2443598,FALSE
YER158C,1950230,FALSE
YER159C,444850,FALSE
YER161C,1024154,FALSE
YER162C,2304080,FALSE
YER163C,717820,FALSE
YER164W,4466609,FALSE
YER165W,1776338,FALSE
YER166W,4785074,FALSE
YER167W,2599292,FALSE
YER168C,1677260,FALSE
YER169W,2428433,FALSE
YER170W,699622,FALSE
YER171W,2398103,FALSE
YER172C,6600830,FALSE
YER173W,2049308,FALSE
YER174C,754216,FALSE
YER175C,921031,FALSE
YER176W,3415169,FALSE
YER177W,854305,FALSE
YER178W,1288025,FALSE
YER179W,1120199,FALSE
YER180C,823975,FALSE
YER181C,406432,FALSE
YER182W,754216,FALSE
YER183C,654127,FALSE
YER184C,2429444,FALSE
YER185W,935185,FALSE
YER186C,956416,FALSE
YER187W,442828,FALSE
YER188W,746128,FALSE
YER189W,384190,FALSE
YER190W,5115671,FALSE
YFL001W,1355762,FALSE
YFL002C,1852163,FALSE
YFL003C,2683205,FALSE
YFL004W,2528522,FALSE
YFL005W,682435,FALSE
YFL007W,6513884,FALSE
YFL008W,3746777,FALSE
YFL009W,2389004,FALSE
YFL010C,724897,FALSE
YFL011W,1678271,FALSE
YFL012W,466081,FALSE
YFL013C,2113001,FALSE
YFL014W,344761,FALSE
YFL015C,549994,FALSE
YFL016C,1578182,FALSE
YFL017C,497422,FALSE
YFL018C,1527632,FALSE
YFL019C,385201,FALSE
YFL020C,409465,FALSE
YFL021W,1786448,FALSE
YFL022C,1539764,FALSE
YFL023W,3283739,FALSE
YFL024C,3008747,FALSE
YFL025C,3189716,FALSE
YFL026W,1323410,FALSE
YFL027C,1536731,FALSE
YFL028C,890701,FALSE
YFL029C,1130309,FALSE
YFL030W,1181870,FALSE
YFL031W,1063583,FALSE
YFL032W,435751,FALSE
YFL033C,5822360,TRUE
YFL034W,3296882,FALSE
YFL036W,4116803,FALSE
YFL037W,1403279,FALSE
YFL038C,638962,FALSE
YFL039C,1493258,FALSE
YFL040W,1730843,FALSE
YFL041W,1901702,FALSE
YFL042C,2088737,FALSE
YFL044C,927097,FALSE
YFL045C,784546,FALSE
YFL046W,641995,FALSE
YFL047W,2180738,FALSE
YFL048C,1363850,FALSE
YFL049W,1904735,FALSE
YFL050C,2715557,FALSE
YFL051C,638962,FALSE
YFL052W,1430576,FALSE
YFL053W,1811723,FALSE
YFL054C,1998758,FALSE
YFL055W,1709612,FALSE
YFL056C,669292,FALSE
YFL057C,479224,FALSE
YFL058W,1045385,FALSE
YFL059W,917998,FALSE
YFL060C,689512,FALSE
YFL061W,696589,FALSE
YFL062W,1269827,FALSE
YFL063W,521686,FALSE
YFL064C,541906,FALSE
YFL065C,323530,FALSE
YFL066C,1213211,FALSE
YFL067W,719842,FALSE
YFL068W,499444,FALSE
YFR001W,632896,FALSE
YFR002W,2562896,FALSE
YFR003C,517642,FALSE
YFR004W,942262,FALSE
YFR005C,1430576,FALSE
YFR006W,1639853,FALSE
YFR007W,1127276,FALSE
YFR008W,748150,FALSE
YFR009W,2297003,FALSE
YFR010W,1539764,FALSE
YFR011C,529774,FALSE
YFR012W,654127,FALSE
YFR013W,2437532,FALSE
YFR014C,1388114,FALSE
YFR015C,2161529,FALSE
YFR016C,4055132,FALSE
YFR017C,606610,FALSE
YFR018C,1130309,FALSE
YFR019W,7302464,FALSE
YFR020W,731974,FALSE
YFR021W,1530665,FALSE
YFR022W,2310146,FALSE
YFR023W,1871372,FALSE
YFR025C,1030220,FALSE
YFR026C,537862,FALSE
YFR027W,866437,FALSE
YFR028C,1700513,FALSE
YFR029W,2100869,FALSE
YFR030W,3165452,FALSE
YFR031C,3562775,FALSE
YFR032C,964504,FALSE
YFR033C,563137,FALSE
YFR034C,1034264,FALSE
YFR035C,385201,FALSE
YFR036W,408454,FALSE
YFR037C,1703546,FALSE
YFR038W,2614457,FALSE
YFR039C,1640864,FALSE
YFR040W,3194771,FALSE
YFR041C,913954,FALSE
YFR042W,620764,FALSE
YFR043C,732985,FALSE
YFR044C,1473038,FALSE
YFR045W,1031231,FALSE
YFR046C,1115144,FALSE
YFR047C,929119,FALSE
YFR048W,2028077,FALSE
YFR049W,387223,FALSE
YFR050C,820942,FALSE
YFR051C,1675238,FALSE
YFR052W,845206,FALSE
YFR053C,1485170,FALSE
YFR054C,621775,FALSE
YFR055W,1222310,FALSE
YFR056C,385201,FALSE
YFR057W,476191,FALSE
YGL001C,1072682,FALSE
YGL002W,669292,FALSE
YGL003C,1730843,FALSE
YGL004C,1279937,FALSE
YGL005C,860371,FALSE
YGL006W,3573896,FALSE
YGL007W,400366,FALSE
YGL008C,2813624,FALSE
YGL009C,2398103,FALSE
YGL010W,552016,FALSE
YGL011C,778480,FALSE
YGL012W,1448774,FALSE
YGL013C,3467741,FALSE
YGL014W,2871251,FALSE
YGL015C,409465,FALSE
YGL016W,3294860,FALSE
YGL017W,1539764,FALSE
YGL018C,572236,FALSE
YGL019W,857338,FALSE
YGL020C,726919,FALSE
YGL021W,2369795,FALSE
YGL022W,2191859,FALSE
YGL023C,1940120,FALSE
YGL024W,371047,FALSE
YGL025C,1537742,FALSE
YGL026C,2158496,FALSE
YGL027C,2543687,FALSE
YGL028C,1851152,FALSE
YGL029W,378124,FALSE
YGL030W,567181,FALSE
YGL031C,993823,FALSE
YGL032C,308365,FALSE
YGL033W,781513,FALSE
YGL034C,427663,FALSE
YGL035C,1585259,FALSE
YGL036W,2872262,TRUE
YGL037C,669292,FALSE
YGL038C,1473038,FALSE
YGL039W,1095935,FALSE
YGL040C,1051451,FALSE
YGL041C,218386,FALSE
YGL042C,326563,FALSE
YGL043W,951361,FALSE
YGL044C,921031,FALSE
YGL045W,1660073,FALSE
YGL047W,626830,FALSE
YGL048C,1244552,FALSE
YGL049C,2786327,FALSE
YGL050W,842173,FALSE
YGL051W,723886,FALSE
YGL052W,320497,FALSE
YGL053W,799711,FALSE
YGL054C,432718,FALSE
YGL055W,1560995,FALSE
YGL056C,1670183,FALSE
YGL057C,884635,FALSE
YGL058W,566170,FALSE
YGL059W,1514489,FALSE
YGL060W,1958318,FALSE
YGL061C,763315,FALSE
YGL062W,3590072,FALSE
YGL063W,1157606,FALSE
YGL064C,1730843,FALSE
YGL065C,1540775,FALSE
YGL066W,2306102,FALSE
YGL067W,1180859,FALSE
YGL068W,611665,FALSE
YGL069C,490345,FALSE
YGL070C,384190,FALSE
YGL071W,2122100,FALSE
YGL072C,377113,FALSE
YGL073W,2540654,FALSE
YGL074C,343750,FALSE
YGL075C,1187936,FALSE
YGL076C,1721744,FALSE
YGL077C,1773305,FALSE
YGL078C,1628732,FALSE
YGL079W,676369,FALSE
YGL080W,409465,FALSE
YGL081W,1034264,FALSE
YGL082W,1170749,FALSE
YGL083W,2546720,FALSE
YGL084C,1712645,FALSE
YGL085W,907888,FALSE
YGL086W,2496170,FALSE
YGL087C,519664,FALSE
YGL088W,388234,FALSE
YGL089C,441817,FALSE
YGL090W,1294091,FALSE
